,user_id,business_id,stars,text
1751987,aiSMCaIQzyLgJu7xXHfuoA,b2oLwfXjLiGVLDBdsFfOJg,4.0,"I had purchased a groupon for a full set and a fill for incredibly cheap! I believe I saved $110. They have a small spa room inside the Body Spa which is this huge two story building almost like a mall for everything hair, skin, and nails :) 

This was my first experience with eyelash extensions. Jessica was my technician. She was very friendly, and her eyelashes still looked great after not having a fill for 4 weeks. She was VERY informative and answered any questions I may have had. 

During the procedure I unfortunately had a lot of tearing in just my left eye, which made the experience a little uncomfortable for me. There was also this one time I swear I had an eyelash plucked just cause there was this quick sharp pain, I said ouch, and she apologized. However, when my eyes would start watering she was very quick to fan them for me which was very relieving. After the 2 hours was done, and I was handed the mirror I LOVED my new lashes so much! They looked so  beautiful!  My eyes also instantly stopped watering. 

If anything I think I just might want my lashes fuller. Also at times (2 weeks later) I lost way to many lashes at one time, and I felt like I was being very gentle brushing them, but once again this was my first experience.  I would like to try another place just to have something to compare it to and see if I can achieve a more glamorous look, but I would still recommend this place. The look is very natural and you cant tell they are extensions at all. 

Also, had an issue with scheduling with my fill and it was an inconvenience for me. I had a noon appt scheduled, and the day before Renee will send texts to confirm your appointment, but she said 1pm in the text. I replied back with, ""I had noon written but 1pm is still fine."" She replied with just ""tomorrow"". I arrived at 1pm the following day and Jessica was busy with another client when I walked in and looked confused. She was very polite about the situation and tried to accommodate for me the following hour but I had so much to do that day (had a surgery the following day to prep for). 

So ya mixed feelings, but they are still a nice place for some Gorgeous New Lashes ;)"
511836,AEalaYfxh-qOGbasM0znFg,VfWX3UCKvUnVktdOuR8TwA,4.0,Enjoy the buns and dumplings.  The noodle bowls are average at best - lack flavor.  Reasonable prices and good customer service.
2100379,iOxKBOMF5UT6z-0s3Z8D0Q,mqIpIqxnT7f94eilrNkZOw,5.0,"Loved it, we had to drive to jollibee for Filipino food from palazzo costing us 30 dollars! This was right on the strip. Food was awesome and we are grabbing some halo halo to go in order to beat the heat! Highly recommend"
964853,KNRFL9yUZddVzRqwzTGr_A,jex-mYgNKI5I8GMeA0dqTA,5.0,Been going for years. I adore the food and the staff is awesome. It's healthy its fresh its awesome. A must to visit!
946558,Jy8j4jz8sg298eRfHatmjw,RHruCsEnWgOhXxgv5xNvEQ,1.0,"Ordered via the mobile app at the aliante store in Las Vegas. We went to pick up and my mother ordered a cup of water. It took about 3 minutes to even be noticed to ask for it. Then when Bianca brought the cup of water she said just so you know, you need to order it at the register. I told her we ordered on the app and she said, in an annoyed tone, you can't order it on the app. I said I know which Is why I did it here. She rolled her eyes and said don't ever order water over here again. I asked for her name and she smiled and said Bianca.  No problem, I can go to another store just a few miles away."
1230410,QIAecalQcR-Gt9cjBxSABQ,S75Lf-Q3bCCckQ3w7mSN2g,2.0,"Last night was my families 3rd and final visit to Notorious Burgers.  Every time we have been there our food has been screwed up and we have just been ordering off the set menu, nothing was customized.  Wrong food had been delivered to the table, which we began to eat because the server assured us that was our food only for it to be yanked off the table after a few bites when they delivered our correct food. Wait staff has a shut up and just eat it attitude - gee thanks - but I can't eat my crab fries because someone in the kitchen added thin jalepeno slices!  This place is a waste of a night out, kitchen needs some serious training on the menu and food prep, wait staff needs to learn customer service."
1710937,_mfVg2apfsD8BIpgCMoIig,NwVj3tbEcR2F8fbrcOEV0Q,3.0,"The food was excellent and the service was good... 
I just don't really care for there beer. I've""ve been there a few times and tried almost everything they brew and I just don't like there beer. 

It's an alright place if you're not going for the beer."
214453,3lil3eH4skNVzI0y3vM72w,ZWcXoh_RO7rT2DdcyOzyfQ,5.0,"The Beer Engine, despite the name, isn't just a bar, it's an eatery with a menu that morphs monthly into a variety of fascinating, tantalizing foodstuffs. When we stopped off, I got a change to try...Elk Ravioli? It was GREAT, and we got the poutine and shared, which was wonderful! The place has got a VAST number of beverages and a fun, light atmosphere. I have also been there for their Sunday Brunch, (breakfast foods to DIE for:) 

They have a small lot next door, and there's street parking too. The prices are decent and overall, we had a really good experience. 

So, if you're looking for something on a weekday or a Sunday to get yourself revved up, check out the Beer Engine to get running!"
2011269,gScmsSCqBeFPp6q9yG5nmw,3jllr8N45pz05Ygaw5ojrg,4.0,"You know those great little sesame things in pub mix or tokyo snack mix? Well they sell them here in bulk and in 5 flavors.

I make it a point to stop in here when I am in the area to pick up fresh bulk items.

Their wasabi peas are some of the best, up there with the ones from a can at a fraction of the cost.

The Sesame sticks are great, they have plain, honey roasted, cheddar, garlic, and even unsalted, however the unsalted lack flavor.

This store also has a good beer section, a wide variety of small cuts of sea food, a slew of organic tv dinners and a decent produce section.

Tip: Skip the bag and save a few cents."
564584,BSVThVjjFaF5orzkW7Of7Q,qUWqjjjfpB2-4P3He5rsKw,4.0,"Levetto est un bon restaurant. J'ai mange le Rigatoni, et c'etait tres bon. Il etait enorme! Mes amis ont mange les pizzas, et les pizzas ont semble savoureuse. Je vais revenir quand je serai proche."
1149688,OYr9ZDVcQy3inSIjIy7tJA,j8pUAS0qdEcPsjkqEDNbhw,4.0,"I would not have found this place if it was not for yelp, but I am glad I did.  This was a great find as the meal I had there was very tasty.  

I order the Pho Dip with a side of the House made chips.  The Pho dip itself is a play off of a french dip and is served with a side of Au Jus Pho.  The sandwich was quite nice. The meat was nice and juicy and the bean sprouts added a nice bit of freshness to it.  When you dipped the sandwich into the Pho juice it added a whole new layer to the sandwich.  Alone the sandwich would only be alright by the Pho dip is what bumped it up to a 4 star for me.  

The chips that they served where also a very nice addition to the experience.   They were nice and crisp and had a really good potato flavor to them.  There was just the right amount of salt so that it flavored them but did not over power them.  The chips where also very unique as I believe the seasoned with with flakes of nori.  As i was eating them it was a pleasant surprise.  

Over by the counter they have a section of Hot Sauces that they make in house.   Both of the ones I tried had great heat and flavor.  For me they were definitely HOT!!!! LOL This could also be because I took a HUGE scoop of the red one at one time.  

The restaurant itself is on the smaller end but is nicely decorated and modern in look.  The tables all have bamboo plant that are growing out of Buddha Shaped Beer Bottles.  The lady working the cash register was nice and welcoming.  The staff was attentive and even came out to check and ensure that we were enjoying the food.  

I hope to be able to go back and try a few more items along with some of the desserts."
210303,3gRfkaVcEWri-Ju7OQX7uQ,HzFYDiqI4E2wa4VeYpi4QQ,5.0,Cool place. Great place to bring family or date. Nice touch with the snacks. Everything is very clean. Fun. Recommended.
2837901,z4RytucxI_XfcMFaEI2DRg,7GHtTixfTGFxx3JG2NdEdQ,5.0,"I love Nevada Climbing Centers!  The staff is so helpful and easy to talk to, plenty of walls to climb, and it's affordable.  

For $20, you get to use the facility for however long you want and it includes shoes and harness rental.  During my first time, the staff helped me figure out how to put the harness on, use the ropes, and belay my partner.  She was even nice enough to watch us our first time up and motivated me to keep going when I panicked 3\/4 of the way up with my fear of heights. 

There's about 27 places to climb with varying inclines and difficulty.  There's plenty of beginner walls, if you're a noob like me.  If you're looking at the walls and don't know what the number mean, 5.5 is usually the easiest and you go up in difficulty from there.  

It's a great place to be active without dealing with the heat!  I've seen some kids come in to climb, so it's good for all ages.  The environment is pretty chill, they play good music, and let you do your own thang."
1782793,bQCHF5rn5lMI9c5kEwCaNA,N0apJkxIem2E8irTBRKnHw,3.0,"Tried the sauteed Maine crab cakes with tomato relish and basil aioli, plus the Kombucha pumpkin agnolotti. Both were decent, reasonably portioned dishes, but resoundingly conventional in presentation and flavor.

Indeed, this particular restaurant opens directly onto the MGM casino floor, and is within eyesight of both Joel Robuchon as well as L'Atelier de Joel Robuchon. You just can't help wondering what marvels lie behind those doors, and then look at what you're having here and feel... unsatiated, in comparison.

The bright spot was the courteous, engaging bartender who served me. She knows her stuff and mixed quite a good pineapple mojito."
1215248,PyqM7UvZLElMdlDr5EgPKQ,VZa00hKCxOczpJyfFj8AOQ,5.0,"I live at the complex where metro is located. It's a great convenient spot that locals flock to on a daily basis. Brunch is great on the weekends, coffee is always a good fresh roast. It's certainly a lively, young, eclectic, atmosphere. Great place to interact with the commuting and get some quality food. Biggest Suprise is the great wine selection. From affordable to fancy Metropolis had it all."
1354545,T1J4QzS0em341ZPq-BcV4A,Qjk0BHgRBslKxV0vxozXAg,5.0,Great service & food with the best part being the place was nearly spotless!
2500015,rNitRedBVm0husjm4FDjsw,2DmTw0k3bcXuHdAyxO_bkw,1.0,"Actually kind of disappointed with breakfast here on Mother's Day.  Went there with the family (2 adults, 2 kids) expecting a nice breakfast together.  The coffee was quite weak, and as it was served in a glass mug, kind of looked like tea.  

Kids had chocolate pancakes.   The portion was very healthy, even overly so, but there was nothing special about the flavor.

The eggs Benedict...true disappointment.  Eggs Benny is all about the Hollandaise, and this homemade version was of the caliber that you might find in a high school culinary class.  Lacked seasoning and was over-whisked.   The dish was sloppily put together -- a far cry from the visual treat that a well put together EB should present.  I wish I had snapped a photo to show you, but I actually didn't because it just wasn't visually appealing.  

Mimi's Cafe across Tatum provides a better and more consistent breakfast product that Tryst.  

We wanted to like it because of its interior charm and hipster vibe, but alas, the main event (the food) left much to be desired."
41166,-sv8-a09Psq5CMzmg6E4OQ,dQj5DLZjeDK3KFysh1SYOQ,4.0,"Though this is a vegan place (and I'm not vegan), I am a big fan! I've had the pierogies (SO GOOD) and the kanapki, along with a handful of their cocktails and wine. The menu might seem intimidating but fear not - the employees here are happy to explain and answer questions. Always a hoppin' place in the evenings so you may have to wait a few minutes to snag a table, but that just gives you extra time to enjoy one of their cool drinks! Street parking is relatively easy on penn Ave in this area. Definitely will return to Apteka."
1802894,brNYqP7rF1Jb7b4x9OZc0Q,2gUbgbdJ7IFSbicBXlSchw,4.0,"Have been coming here since the 80's.  It has not changed much at all since then.  It is classic and I have never been disappointed.  On this occasion we came for lunch and I had a really lovely shrimp risotto and my other half had the croque monsieur which was prepared in a simple and authentic fashion with awesome frites..

A lot of folks feel this place is maybe not what it used to be.  That has not been my experience at all.  However I would say that times have changed and the overall culinary scene in Montreal has elevated such that there are a lot of great choices and L'Express does not stand out the way it once did.  It does, however, remain on our short list of Montreal dining venues."
56958,0EKh9BF3lbt9bsUeQ2aTjg,tK-PQOhZo94fonbQVXaOSg,1.0,"Horrible! We were looking for a good place for Chinese food, this was not it. The orange chicken was like an everlasting gobstopper. You could not stop chewing it, it never broke down. The Pork fried rice had chunks of refried and refried pork, like flavorless wood chips. The egg flour soup was a gelatinous yellow substance with no taste. The chicken lo mein had a nice burnt taste to it. The egg rolls had been cooked, cooked and boiled again. My family stood around our Chinese bounty, each trying our food and spitting it in the sink. We then had to go out and get a real dinner. Don't stop here you will be sorry"
963352,KLUvRyRDUftXgFvUx50Kyg,oUX2bYbqjqST-urKbOHG6w,4.0,"Such a cute little cafe! close to my house I loved the decor and atmosphere. I don't really like the location, though. It's tucked in the back of Dairy Queen, so it's kind of dark at night. We were greeted as soon as we got in and was asked if it was our first time. The employees quickly introduced the menu to us which was very accommodating. 

I've only been here once, I was recommended by my cousin to order the Blush Peach signature iced tea since I love anything rose! It was pretty good, it wasn't too sweet for my liking. They serve the raindrop cake which is a big hype all over the internet right now that I would like to try next time I go! 

With all the new places opening up around this area, I haven't had the chance to come back. But I would definitely come back to try more and recommend anyone who is looking for some unique drinks with a great ambiance!"
1370690,TP84hS-tDZGv0vEDSowrxQ,awI4hHMfa7H0Xf0-ChU5hg,5.0,"I went there last weekend, after not going for a few weeks.
It's often too long a wait, and it's a little too close to the strip for me to drive to on a Saturday.
Anyway, since I was alone, I got lucky and they sat me right away.
The oysters were very large, larger than I had remembered them, but still very good.
And the jambalaya was excellent, as I remembered.
The price was high (also as I remembered), but if you like Creole cuisine, I can't think of a better place in Las Vegas than this one.
They're open 24 hrs., so their chefs vary, but they are all quite competent.
There was a line for parties of 2, 3, and 4, because the bar only has about 20-25 seats, but if you are a patient person, it's worth the wait.
I'm a big fan."
1795436,bhJ6ivAuSpgXP4JiKWjSZQ,hIgGkG1JnHX4xmVuOgegDw,4.0,"How have I waited so long to eat here?  

Service was the only mediocre part.  Not overly helpful or friendly however it was efficient.

Cheesesteak was delicious.  Fries were good.  Drink is free.

Loved sitting outside to enjoy lunch.

Look forward to returning."
1769362,b7lwohgl26lqIhn52YfThA,r6igU1Fqs5szOOhyXPbayw,5.0,This exhibit was amazing! I didn't want to see it at first in fear that it would be boring and not worth the money ($35 each). My husband convinced me to go with him after we checked out of the Luxor and were waiting around to go to the airport. I'm so glad he did. Everything was very interesting and we felt very involved. Highly recommended.
1726572,a88FezXPIFZNAhTSo4r8Aw,Shg7WexPrjjdM_LmYs8e1A,5.0,"One of the best contractors I've used for my home repairs. Clean, professional, and solid. Used the service for drain cleaning, and will use him again for a shower repair. Highly recommend!"
359183,6uvFsEYI07llyL1jGLVOuw,3BEudqL74U8AZIZY4g8YBA,5.0,"This location is large and beautiful!

Came here to inquire about some repairs that needed to be done on a bag I purchased at the LV store in the Forum Shops. 

Staff was helpful and friendly. Answered all my questions and gave me a repair quote. Hopefully I can be back soon for my next LV purchase ;)"
2261985,m1LxrYSDPUlmYtG_Zm80Dg,lIDgEB1HnKAq03H1fpjzLQ,5.0,"Somehow these guys managed to get really good quality coffee among the catchy-fad theme. 

I had an espresso and the Kyoto cold brew. Cold brew was incredibly mild and clean and the espresso had so much going on. 

Also had a wrap that was great. 

If you're looking for quality coffee you won't be disappointed."
467944,9HhdF-JTQixg4Qr15xIoTQ,aTOJIPkbgH7mcXZWDtZeVg,5.0,"We just sold the car we bought at Carmax that spawned the original review here almost three years ago.

As with the purchase, the sale was ridiculously simple. The appraisal took about 20 minutes, and came in ABOVE Kelley Blue Book ""excellent condition"" trade in value -- and the car was in good - very good condition, but certainly not excellent.

A fair price, and no hassle. At a car dealership. Who'd have thunk it?"
1677836,_0imCCE2cmQ2aiD6nudNdQ,rATlMkHZdcwqQ12aIWg10w,3.0,Good food but shocked that it took almost an hour to make two sandwiches on a quiet Saturday afternoon.
1878760,dXIO-WFQJ8pwQ5M2STewZA,3pSUr_cdrphurO6m1HMP9A,5.0,"The service was wonderful.   The food was very tasty.   The karaoke, although not my really my thing, was fun.  They have small rooms were you and your friends can sing without worrying about the horrific sounds being created.  It was a good time and I would go back.   The Karaoke machine was easy to use."
1520669,Wc0082yCqWk-8-BWj6ufUw,P5OEpAGm05NyTJhqUYXOQA,5.0,"Best craft beer and whiskey selection in town


Cool monitors keep you up to date on beer selections

although known for their beers, definitely get down on their cocktails. Whoever the guy is who runs this place knows what he's doing (super nice, I met him ""Ken"" I think was his name (he was over at Pauls club forever doing a great job running that place, and finally got his own spot!  Bravo Ken!) last time I was in with some friends for Saturday evening drinks! 

I haven't tried any food here myself and don't know if they serve it, but if they do I imagine its great!"
778925,GDN0UW5z1c8k5wO5TttAAg,FYa3GUro-ezTM9zvKiocFw,5.0,"Family-owned and operated.  Excellent portions, quality, and flavors.  Staff are always clean and courteous.  Really can't get much better in the area for the $.  Going back again and again is a no-brainer."
808973,Gupf-Vvbl09jdhLFUxB_og,mRWhEetiEi5Gx4H2zwM7Jw,3.0,"So far so good....
Well the ham is not cured, and is tasteless, according to my fiance. The egg substitutes could have been a bit more ""egg white"" tasting and a little less ""substitute"" tasting. Overall though for a quick cheap and pseudo healthy breakfast it is doable!

It appears to be hit and miss as compared to all the other IHOPS..."
2433533,pwCmyxPaZUkcH2SgJhSsbw,OKZkEXzJt0XIamHRRTX-8g,1.0,"I used to love the show, and Buddy is always talking about doing a great customer service... well... that's exactly the opposite of what I got... many employees - but not being able to handle customers, when I was asked for my name, I spelled it - (an Italian name on a Italian owned business), and the employee changed my name on purpose, joking that it would be easier to say - when I said I would consider that offensive... she laughed on me.
I was about to explode at that time, when she called me wrong again, and when I literally asked ""what the heck is wrong with you"", she started to say ""I'm sorry - in between laughs"".
In the end... I really didn't like the canoli - one of my very favorites pastries... too heavy... the lobster tail is very decent... will return? Absolutely not... not even when in Hoboken... VERY disappointed. Watching the man give other owners words of wisdom on how to improve their business, he could use some of those words on his own business.
By the way... he was inside - talking to employees and not even a smile to the crowd outside... I think friendliness is just for TV."
2119838,iqWpg6vfJc36OC14_FN5KQ,VGuHunLgf-Doryb8-T_EwA,3.0,It is a typical Arabic all you can eat meza. Everything was good except the meat was a little undercooked for my taste.
1729927,aD263WOD4RShoqgvVhcKqQ,pV8MaX5BjVWJ_HpgogdfvA,5.0,"***** 5 Stars

I noticed this place when I was walking out of Veggie Nation. It is right next door. I walked in to ask how much they charge to line up my beard. $18 for a shave is a pretty good price. I gave them a try. Jordan did a great job. It's a cool little shop and everyone there is very friendly. Come check this place out. It is worth the drive downtown."
1484840,VnegDN3ZGNwmkB5takx4Rw,RCsid-VHYQI4UHWEII7s4Q,4.0,"Just finished my second sugar cookie. They were great.  Best breakfast I have had in weeks.  

Service was quick and done with a smile on her face.

Place was clean and active with customers. This is great to see with the ""big chain"" coffee shop just down the street."
437439,8adoYY6F4LlUN2wQlqWwzQ,ktf_QNZaJ1IvnXrncZCQqw,2.0,"If your set on eating here, there's about a 2 hour window where you'll be able to eat fresh food.  Otherwise, they'll just stick it in the microwave.  Umm...no thanks...I'm not paying for smoeone to stick food in a microwave.  I rarely use mine at home, so I'm definately not gonna pay for microwaved food.

Not a fan of the biryani here, but the tandoori chicken is really good."
2441869,q8Znct0-omRrgoCTED23Bw,07WvOLZIitvfvnD6dR50Iw,5.0,"Always friendly service, have never received unfriendly service. Have messed up our orders 3 times in 6 years. BUT they are always quick to fix them when they do, and with a smile. This place is quick, and good food. Their antipasto salads are to die for!  They are an A rated restaurant  for a reason too. Thanks guys for a great 6 years, and here's to many more!"
2111411,icaR1bOa9Id-eyTPbeHong,pKk7jCFIm96qDdk0laVT2w,4.0,"Great food and great service. Can't say it was the best steak I ever had but the side dishes were all amazing. Their bathroom is only one stall so it is a bit of a convenience for a restaurant that size. The display of pickled jars and aged meat is a fun eye catcher as well as the view of the chefs cooking in the kitchen. 

Our food took a bit but they gave truffle fries to our large party to hold us over. 

We had the ice cream trio for dessert and the chocolate cheesecake was given for the birthday dessert for our friends birthday. The cheesecake was very rich and dense, but delicious. The ice cream was also very good, probably the most fresh I have ever had. 

My husband and I split a 10oz steak but our portions seemed only 4oz. We made up for it with the side dishes and ice cream though."
76304,0giBJgLosuqYv0_i07y3Ag,WKcVegcUjAld1S737a_QHw,2.0,"Ordered a Cortado the other day and it was AWFUL! The girl who made it wasn't very nice either.

Their service has declined a lot lately. I will make my coffee trips elsewhere like Fahrenheit, Rooster or Dark Horse. 

It's Yorkville, not Snobsville.

It's still a 2 star as I still enjoy their Flat White when Jacked Up Coffee isn't around."
2250553,lmxp3ZtAcU7afMm_JrSfww,UyTYTtyZWym-7u84XMgSOQ,4.0,"Good!  Much better in fact than I expected given that this restaurant was at the back of a grocery store.  The service was good, the food well priced... my only complaint was that the flan I was given had over curdled and lacked that luxurious creme Brule like consistency that I craved"
2851034,zLuX_g-whSejuUGTKW8PTw,uQDVjBcG6t3t-5hSQnZ4lQ,1.0,"I feel bad about this 1 star. I wanted to give zero but that's not possible! 

First, the location is borderline sketchy. Then the place is only borderline clean. But the food - it's so wrong in so many ways! 

We had some sort of beef soft taco that was sooooo salty our tongues hurt after. The chicken salad\/nacho was drenched in guac and sour cream it got so soggy it looked too gross to eat. We did anyway (we paid for it after all) and regretted it immediately. Like the beef, it was very salty, the ingredients didn't come together and it was just so, so very wrong. 

So if you're craving for Mexican food, skip this one. There are boatloads of other places  you can go to."
1942934,evDmfYHbxqDAy8_27bAUNg,u_vPjx925UPEG9DFOAAvFQ,2.0,"Came here for the Casino and to see a Toucan that they said they had... 

This place is a OLD casino. It reeks of  cigarettes and heat... Came here to see a toucan for my friend but they had a parrot that only shows up on the weekdays. Outside the Flamingo smells like bird and fish poo and it just wasn't interesting."
1892358,dobl-xWQ2dG-07Bb2IGljg,9_CGhHMz8698M9-PkVf0CQ,2.0,"Ok....maybe I just went there on a bad day but I was pretty disappointed. I probably would have given this more stars because the food was ok but I couldn't believe how expensive it was. I got the pho soup, 10$. My friend got an order of pad Thai,$12. Both were pretty good but away overpriced."
44790,-yCDCboYVgNanc_jJlvxVw,C_-9JlPMar_VPyOvpv3v1w,4.0,"Food was delicious. Service was excellent. Everything was comparable to Mindy's hot chocolate in Chicago. Prices were reasonable and their plates were large enough to share. I really had no complaints. 

We ordered a fondue plate that was packed with waffle bites, brownies, marshmallows, strawberries, and bananas, accompanied with chocolate fondue of your choice (we chose white and milk chocolate). It was superb. Although the waitress warned us of the burnt waffle before putting down the plate (and offered to bring us a new waffle if the waffle was overdone.) It seemed kind of silly for me to even consider serving a burnt waffle in the first place if it was overcooked, so I took off one star.

We also ordered the classic hot chocolate (milk chocolate). It was great! Even better than the one I had at Mindy's!! If you are a hot chocolate lover, this is definitely the place to be. 

Next, we shared a tiramisu as recommended by the waitress. Wow. It was probably one of the best choices we made all night, aside from choosing to go to Juliette. The cake was light, not overly sweet, and had just enough taste of coffee to keep you on your toes, wanting more of the cake. 

Overall, it was an excellent experience. I would highly recommend coming here!!"
1845215,cm3_8c_NDhPcpwJQ96Aixw,Mrqk1ydkvgKtlxrExCv6gQ,2.0,"This place is way too expensive for what you get .. Oysters are great but besides the Malpeque every one is around $3 and up.. We had 18 Acadian gold and they were pretty small... That's $53 right there.. Had fish and chips which wasn't that good...$25 which is nuts... They did use halibut but it came out way too dry... Haddock is what you use for fish and chips.... Much juicier... Calamari is incredible and was $13 which is acceptable... We had no drinks -- $3 for a fucking soft drink!!!?? .... Helloooo ... You guys are at Lawrence and Warden.... That's called robbery...
Anyways with 15% tip lunch came to $115 dollars...We're done with the restaurant... I'll walk 10 meters and go buy 100 oysters for $85 dollars and eat them like Julius Caesar all weekend long.."
2625943,uEvusDwoSymbJJ0auR3muQ,L2p0vO3fsS2LC6hhQo3CzA,3.0,Hearty diner food with good flavors. Nothing extraordinary. Limited menu. Was hoping for an Acai bowl or green drink but that's not this type of place. The real downer was the small dining space which was super noisy and not cozy. Hipster place with a rustic industrial\/farm decor. Overhyped but super popular with college crowd.  Friendly service:)
2199323,kheFLpl8_Qr2qIQiy8yaWQ,LkfdCPTWU4BNWWpou60Lww,2.0,"Packed, loud, lots of 20s and 30s dressed up if you're into that kind of thing. My conversations consisted of nodding and smiling pretending I could hear what people were saying because its that loud. Wont be back."
2571846,sz0FdhdPhHVQaqBoECyMSA,Ah4i15g8Ow_zphzcpulTxQ,1.0,"We walked in, standing by the sign that said ""Please wait to be seated"" for the next 5 minutes, while we were completely ignored. There were like 4-5 workers chatting idly and laughing. And they definitely saw us, as the interior is pretty small and it wasn't that full. Do not recommend."
2234884,lRx3oNIBD8JJJP8Un80eDw,VHXr3LCl6eu8A1jUbmj9vA,5.0,Great place to take your Benz...I called in the morning set up immediate check up for my cl550 they located the problem in no time got it all by 4 pm the price was more then fair Danny and Sean was great help I will return I will highly recommend to my Benz friends ...
280911,5AmFKj_y0OHHZYpIudonRw,5LNZ67Yw9RD6nf4_UhXOjw,5.0,The most trendy casino on the strip. Solid food choices. Great location. Great Parking lot and pool access from elevators. Everything is conveniently located
2052573,hNL6DPUT1WurZETi-RutWg,eDlgbI0Qg_mmI-Osvci0gw,2.0,"Used to love this place like so much!  But the last 3-4 times I've been here, the service has been absolutely horrible. No excuse for it either because they are just not as busy as they used to be. Went for Happy Hour last night and easily found a table out on the patio. It used to be impossible to get a table out there when the weather is as nice as it was last night."
2819174,yeDt80iylA_5FKnOKxt0jA,_w7P2DhkrgmAWGHXRXTe8g,5.0,"I relocated from DC, and it's a stressful experience. However, I've had a wonderful experience at Alta Paradise. The apartment is beautiful, and the building fabulous! I feel like I'm living in a resort in South Beach! The Manager and her team and Maintenance folks are professional, friendly and helpful. I feel like I'm at home. 

My husband and I checked out 8-10 apartment complexes, and Alta Paradise is by far the best.

And, the  tenants are friendly to each other!
I'm happy to be here!"
1717594,_vv5SIsWpZJ3NZ-jPDq5Ew,Nm1pBGkT5euNOn29JHwXrQ,3.0,"Good show...better for the younger audience. Take your kids they'll really enjoy it. The costumes were amazing, they looked like the real thing. Just not my cup of tea but the wifey thought it was great."
1432094,Ue1thhsAeP1rGudARZvirQ,TZmMsbw5TbRqv8rmKj_aGg,5.0,"Don't get all freaked out like a whiny, petulant child if you see a Anti-Pat McCrory Deli Special. The owner of the Common Market has a heart as big as the beer selection. Many consider Him a local hero. Besides, is there anyone that actually takes Pat McCrory serious ? lol

One of my favorite places to visit. The Common Market has a great deli, and sandwiches, cold beer and good conversation. There are always friendly people out on the patio to talk to, and the politics, and conversation generally lean to the left. The Common Market is LBGT, and Liberal Friendly. As most people know, This Entire Area is LBGT , and Liberal Friendly. So don't visit and get Butt Hurt. I would highly recommend this place to ALL my friends, a Great place to hang out with a date, or friends, or someone looking for something a little different."
1169069,P-NTOAMFVSDFGkhcj4GaIQ,GlwOGCjSzts7AnbK9gqmng,3.0,"My family went to the one in Colorado Springs CO and raved about how good it was.  On our way home from Phoenix we decided to stop by and give it a try.  My family still loved it, but I only found it just OK.  My daughter and I had the Monte Cristo sandwich.  The insides of the sandwich was good, but the fried dough outer shell was a bit greasy and not very good tasting.  My daughter still loves it.  My wife enjoyed her bacon burger, mostly because the bacon was really thick, especially in these days where most bacon in burgers and sandwiches are so thin that you can read through it.  My other daughter go the Philly Cheese Steak.  She ordered it w\/o mushrooms and it came with mushrooms.  They quickly changed it which surprised me.  We had their famous Skillet Cookie Sunday was just OK.  The chocolate chip cookie was very bland and the there was not much flavor to the hot fudge sauce."
1124871,NyHO6KtavEPsLZJOK4u4eQ,n0ygKXBNMH__dsr62jHPbg,5.0,"We hired Nova Interiors for a home project and they were professional, affordable and very thorough. In an industry where it's either a hit or miss with smaller companies Nova Interiors are a HIT! Juan is great and his workers are too."
739401,FIbOLYje5wUdPCZX1QXQwQ,SWDxTrwU_qlEcJp36IYquw,5.0,"Excellent service, good tasting food! Can't go wrong with anything on the menu!  I love how the cashier\/ waitress is so welcoming :)"
1731961,aFwa2mUUFaNzoOJ5CtOyGg,kExyUZCLPoqwtrKOorQSZw,1.0,"Went in on a Thursday night and it was completely empty. One table.

Server said we could sit at a booth and did just that. Then the server came back and said because of the raptors playoff game, booths were reserved for 4 or more people and told us we can sit at the bar.

Didn't realize empty restaurants with no customers can pick and choose their business based on anticipated crowds. Too bad. We would have spent quite a bit on beers and food since we are huge raptors fans.

I write this as I sit at a booth at the wild wing on markham road. 

Won't be coming back to the Angus Glen location ever."
1634115,Z0RWcNFFq8OS49yzZgHK-w,E_PtOvRUw4qKY5lndbyLKQ,1.0,"This place is a joke they don't even accept packages for their tenants and a place that charges over $1,000 a month for a ghetto apartment in the ghetto they should at least accept packages for their tenants"
1722681,a2VgXrdJUflY9HOTPb62XA,5foBHyoMbLFanSck9Zp2PQ,3.0,"Pretty great pho for the price. Meat was just a little tough when I went, but that doesn't mean I wont be coming back. Always packed with people."
1086780,N7rtLxKNEJzMgjb5bRyArA,UkqdcwYv6_c-yW1JPCKlUA,5.0,My favorite deli in Scottsdale! Great family run restaurant! True Italian sandwiches.  A must try!
1271976,RD-f1At-TwojTfXFuyN5ag,mZ3l8RpwszlVAKDu7lWEmg,2.0,"When it was Falbos, had a nice doughy crust, even with thin. Now it's just a greasy crust."
